mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_penalty,param_l1_ratio,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.314489459991455,0.12842437218922706,0.004004192352294922,0.0023860112230691824,,0.6842105263157894,42.91934260128778,"{'penalty': None, 'l1_ratio': 0.6842105263157894, 'C': 42.91934260128778}",0.9313400049100051,0.9589058388390461,0.9652223259599391,0.9589874448340222,0.9504898808397437,0.9529890990765513,0.011794652782094713,3
0.007404470443725586,0.004147955758438244,0.0040799140930175785,0.0034035967738509734,elasticnet,0.631578947368421,0.00013257113655901095,"{'penalty': 'elasticnet', 'l1_ratio': 0.631578947368421, 'C': 0.00013257113655901095}",0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,28
0.024303960800170898,0.004522879612902946,0.003581666946411133,0.00034804992562601986,l2,0.05263157894736842,0.03727593720314938,"{'penalty': 'l2', 'l1_ratio': 0.05263157894736842, 'C': 0.03727593720314938}",0.9223600967747098,0.9236508632433998,0.9260642289867732,0.9073515200505405,0.9339520134461781,0.9226757445003203,0.008654691369324086,20
3.562048053741455,0.5973546562396115,0.003051567077636719,0.002173976659437991,l1,0.2631578947368421,13.89495494373136,"{'penalty': 'l1', 'l1_ratio': 0.2631578947368421, 'C': 13.89495494373136}",0.9313878935293223,0.9546850968662924,0.9631869043368887,0.9609530702303851,0.9504898808397437,0.9521405691605265,0.011309771305968596,17
0.03348288536071777,0.012428744400060782,0.003582191467285156,0.003573092838970146,l2,0.631578947368421,0.0012648552168552957,"{'penalty': 'l2', 'l1_ratio': 0.631578947368421, 'C': 0.0012648552168552957}",0.4099575780265497,0.44985038890694223,0.43881957303855673,0.4379832083876589,0.41727548102506923,0.4307772458769554,0.014806390042404503,26
3.289009666442871,0.1588914891722762,0.0035167217254638674,0.0015564919029349424,,0.894736842105263,0.35564803062231287,"{'penalty': None, 'l1_ratio': 0.894736842105263, 'C': 0.35564803062231287}",0.9313400049100051,0.9589058388390461,0.9652223259599391,0.9589874448340222,0.9504898808397437,0.9529890990765513,0.011794652782094713,3
3.135546636581421,0.13337952676782203,0.0033145427703857424,0.0015566583093550646,,0.9473684210526315,0.015998587196060572,"{'penalty': None, 'l1_ratio': 0.9473684210526315, 'C': 0.015998587196060572}",0.9313400049100051,0.9589058388390461,0.9652223259599391,0.9589874448340222,0.9504898808397437,0.9529890990765513,0.011794652782094713,3
0.9941675186157226,0.10064871212885776,0.002960824966430664,0.003283734987702685,l2,0.5789473684210527,18.420699693267164,"{'penalty': 'l2', 'l1_ratio': 0.5789473684210527, 'C': 18.420699693267164}",0.9353925333713243,0.954867659310695,0.9611840187304105,0.9587893974545248,0.9526742368920015,0.9525815691517912,0.009091061737506687,14
0.2859374523162842,0.02208548550231172,0.005024147033691406,0.001199806088021191,l2,0.6842105263157894,1.9306977288832496,"{'penalty': 'l2', 'l1_ratio': 0.6842105263157894, 'C': 1.9306977288832496}",0.9394316485515697,0.9549423922955326,0.9592854764283336,0.9505015855216167,0.9569138139120984,0.9522149833418302,0.007012260994362841,16
0.11897745132446289,0.018571784317921124,0.00422821044921875,0.0022350971518913555,l2,0.42105263157894735,0.47148663634573945,"{'penalty': 'l2', 'l1_ratio': 0.42105263157894735, 'C': 0.47148663634573945}",0.9312776446897397,0.9419785436221085,0.9552390048177971,0.9402812794674928,0.9570609170525092,0.9451674779299294,0.009693928542028208,18
